,date,spot_volume_daily_sum,spot_selling_volume_sum,spot_buying_volume_sum,AGG_Volume
29,2019-04-28 00:00:00+00:00,631012741.2041098,294560081.1381112,336452660.0659986,
30,2019-04-29 00:00:00+00:00,678762883.5168124,314664591.91598755,364098291.6008249,15756633.096790314
31,2019-04-30 00:00:00+00:00,651772542.9107636,290569833.9551938,361202708.95556986,16271176.328659058
32,2019-05-01 00:00:00+00:00,610068271.0296711,271750518.6143282,338317752.41534287,14526675.0
33,2019-05-02 00:00:00+00:00,725732823.5339208,334380483.20649344,391352340.3274273,18692279.739761353
34,2019-05-03 00:00:00+00:00,1188190353.4374683,551397415.1603024,636792938.277166,44376313.84449005
35,2019-05-04 00:00:00+00:00,1027521429.0297143,482071920.8070476,545449508.2226666,
36,2019-05-05 00:00:00+00:00,754419965.9272053,354821234.7604259,399598731.16677934,
37,2019-05-06 00:00:00+00:00,777466944.9882953,363105197.67357796,414361747.31471735,25196511.936092377
38,2019-05-07 00:00:00+00:00,1112741679.0090775,546000640.9880241,566741038.0210533,42709765.6870842
39,2019-05-08 00:00:00+00:00,862761192.5034063,399815433.0935483,462945759.409858,22928080.446243286
40,2019-05-09 00:00:00+00:00,1008595415.8374555,459577254.51212204,549018161.3253336,41132714.712142944
41,2019-05-10 00:00:00+00:00,1199992567.2745938,570582779.5812991,629409787.6932948,59660782.646369934
42,2019-05-11 00:00:00+00:00,2164867634.248607,1032079726.3855662,1132787907.863041,
43,2019-05-12 00:00:00+00:00,2508211619.9070745,1281046407.8740656,1227165212.0330086,
44,2019-05-13 00:00:00+00:00,2311020539.2997093,1117511420.9869964,1193509118.3127131,145910089.54515457
