,date,blk,age_days,age_sply,window,CapMrktCurUSD,CapRealUSD,PriceBTC,PriceUSD,PriceRealUSD,DailyIssuedNtv,DailyIssuedUSD,AdrActCnt,TxCnt,TxTfrCnt,TxTfrValNtv,TxTfrValUSD,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMedNtv,TxTfrValMeanNtv,FeeTotNtv,FeeTotUSD,S2F,inf_pct_ann,SplyCur,dcr_sply,dcr_tic_sply_avg,tic_day,tic_price_avg,tic_pool_avg,DiffMean,pow_diff_avg,pow_hashrate_THs_avg,pow_work_TH,PoW_income_dcr,PoS_income_dcr,Fund_income_dcr,Total_income_dcr,PoW_income_usd,PoS_income_usd,Fund_income_usd,Total_income_usd,PoW_income_btc,PoS_income_btc,Fund_income_btc,Total_income_btc,dcr_tic_vol,dcr_tfr_vol,tic_tfr_vol_ratio,tic_usd_cost,tic_btc_cost,CapTicUSD,CapTicBTC,CapTicPriceUSD,CapTicPriceBTC,AdrActCntAdj,AdrActCnt_BTC,TxTfrCnt_BTC,DCRBTC_AdrActCnt,DCRBTC_TxTfrCnt,dcr_tic_buy,AdrDens,PriceUSD_BTC,CapRealBTC
0,2016-02-08 00:00:00+00:00,331.0,0.0,0.08033913194434286,2.0,826689.667707288,0.0,0.00131209,0.49,0.0,1687121.7708312,,7235.0,1705.0,2050.0,71334.10559961,,49796.7101506,,2.05,34.79712468,84.46512,,0.00273972602739726,365.00000000000006,1687121.7708312,1687206.2359512,0.0,1655.0,2.0,0.0,35675.0194461916,35600.38732385879,0.0,0,1012323.74157072,506136.53124936,168712.17708312,1687172.4499032,496080.02127845277,248006.9003121864,82668.9667707288,826714.5004525679,1328.3706839168267,664.0966812869727,221.36556042899093,2213.7220997934896,3310.0,68024.10559961,0.04640136681012927,1621.8999999999999,4.3430178999999995,1621.8999999999999,4.3430178999999995,0.000961341396952594,2.5742172112806713e-06,,0.0,0.0,inf,inf,3310.0,,370.814350327294,
1,2016-02-09 00:00:00+00:00,690.0,1.0,0.08069211139823619,4.0,830321.8262878504,0.0,0.001314025,0.49,0.0,7412.568531760015,,15783.0,8580.0,6129.0,206205.94375669,,153053.69501941,,2.06,33.64430474,426.9427,,0.6263091955210308,1.5966554653059073,1694534.33936296,1695045.74718296,1740.388888888889,5329.0,2.0,870.1944444444445,148829.140604156,148001.03830691634,0.0,0,4703.706739056009,2223.7705595280045,741.2568531760015,7668.734151760015,2514.018225137444,1089.6475741687223,363.21585805624073,3757.6797343624075,6.741801629155571,2.922090109483786,0.9740300364945953,10.076908393766454,10658.0,195547.94375669,0.05168619199733528,5222.42,14.00487845,6844.32,18.34789635,0.004039056536660709,1.082769225963144e-05,,0.0,0.0,inf,inf,10658.0,,373.5116128609,0.0
2,2016-02-10 00:00:00+00:00,851.0,2.0,0.08084831827590333,5.0,1646880.2432801507,0.0,0.002549797,0.97,0.0,3280.344431009842,,5469.0,4053.0,2687.0,130818.57835289,,95753.38538233,,2.06,48.68573813,235.42523003,,1.4180056932179002,0.7052157863560379,1697814.68379397,1698561.516844,10276.271604938273,4036.0,2.0,5138.135802469136,228174.595912554,228590.9916186822,0.0,0,2109.4617966239052,984.1033293029526,328.0344431009842,3421.5995690278423,2274.540415854288,954.580229423864,318.1934098079547,3318.951581957007,5.978985905901047,2.5092637167466805,0.8364212389155602,8.724384316308486,8072.0,122746.57835289,0.06170377404824989,7829.84,20.581961384,14674.16,38.929857733999995,0.008642969188609463,2.292939159119921e-05,,0.0,0.0,inf,inf,8072.0,,379.082611630625,0.0
3,2016-02-11 00:00:00+00:00,1143.0,3.0,0.08113435812223095,7.0,2061624.0398858883,0.0,0.0031871459999999996,1.21,0.0,6006.836772880051,,6910.0,6668.0,4502.0,70588.67363849,,52171.37474653,,2.06,15.6794033,369.59019,,0.7771152009676541,1.2868104995949283,1703821.52056685,1704937.94380688,19310.0,7325.0,2.0,9655.0,149393.504022381,149958.58445113304,0.0,0,3825.8561777280306,1802.0510318640154,600.6836772880051,6228.590886880051,5076.490104950917,2180.4817485554586,726.8272495184862,7536.594973124861,13.371500109118921,5.743399738001268,1.914466579333756,19.851428530756206,14650.0,55938.67363849,0.2075403778661138,17726.5,46.691688899999995,32400.66,85.621546634,0.01901646364298798,5.025265005780317e-05,,0.0,0.0,inf,inf,14650.0,,377.639165108124,0.0
4,2016-02-12 00:00:00+00:00,1514.0,4.0,0.08151045599249,10.0,2242352.6443534,0.0,0.00340915,1.31,0.0,7898.055275439983,,6857.0,3854.0,3001.0,74028.60930806,,53297.26325331,,2.06,24.66798044,203.5009,,0.5937718223020755,1.6841486282103497,1711719.57584229,1713039.49998232,32441.435483870966,8669.0,2.0,16220.717741935483,142203.528110116,142053.8974218595,0.0,0,4860.933705263989,2369.416582631995,789.8055275439983,8020.155815439983,6634.409332895826,3103.9357232479138,1034.6452410826378,10506.404118226377,17.26541723453573,8.077696542679867,2.692565514226622,27.341914198207217,17338.0,56690.60930806,0.23420675009374103,22712.780000000002,59.1078427,55113.44,144.729389334,0.03219770386330962,8.455204425805708e-05,,0.0,0.0,inf,inf,17338.0,,382.294456458212,0.0
5,2016-02-13 00:00:00+00:00,1800.0,5.0,0.08180476662777762,12.0,1941227.1120771628,0.0,0.0028836829999999997,1.13,0.0,6180.523341040127,,3004.0,1304.0,1269.0,37720.80326738,,23612.86789818,,5.35146084,29.72482527,64.88115,,0.7615173270114743,1.3131677567002127,1717900.09918333,1719284.90447336,40572.53658536585,2839.0,2.0,20286.268292682926,215942.48707084,215530.96913968364,10.770034843205575,1000000,3747.242694624076,1854.157002312038,618.0523341040127,6219.452031040127,4307.699944425206,2095.197412612603,698.3991375375343,7027.980795075343,10.99295672463709,5.346801026898184,1.7822670089660617,17.934928091225885,5678.0,32042.803267379997,0.15052701714096825,6416.139999999999,16.373552074,61529.58,161.102941408,0.03581673930239043,9.377899301861992e-05,,0.0,0.0,inf,inf,5678.0,,389.598432472238,0.0
6,2016-02-14 00:00:00+00:00,2038.0,6.0,0.08204758928569762,14.0,2033139.262499587,0.0,0.002897625,1.18,0.0,5099.275816319976,,3985.0,1687.0,1292.0,52716.76875251,,42781.46972291,,2.05,40.80245259,97.9489,,0.9257287510841996,1.080230033720801,1722999.37499965,1724482.12918968,41940.058577405856,1737.0,2.0,20970.029288702928,225406.918173243,225659.29342713006,0.0,1000000,3118.3348297919856,1529.7827448959927,509.9275816319976,5158.045156319976,3795.214801154543,1805.1436389772712,601.7145463257572,6086.4932844575715,9.319584142538503,4.432736726179251,1.477578908726417,14.94608059608167,3474.0,49242.76875251,0.0658993349214825,4099.32,10.06634925,65628.9,171.169290658,0.038089915151602025,9.934379149617206e-05,-9553.57142857143,19.0,0.0,209.73684210526315,inf,3474.0,9.83141714527944,406.150669491525,0.0
7,2016-02-15 00:00:00+00:00,2288.0,7.0,0.08230274785998333,15.0,2350566.478881124,0.0,0.0033984709999999997,1.36,0.0,5358.330059999833,,3650.0,1848.0,1857.0,53119.71597205,,37340.73509594,,2.06,28.60512438,100.9396,,0.8837131225926512,1.1315889449125578,1728357.70505965,1729941.39884968,44243.346613545815,2579.0,2.0,22121.673306772907,176440.887917484,176678.14446445322,0.0,1000000,3275.5617959998995,1607.4990179999497,535.8330059999834,5418.893819999833,4592.0418985598635,2186.1986644799317,728.7328881599774,7369.695595199773,11.474942075765174,5.463038795201307,1.8210129317337693,18.41595349934865,5158.0,47961.71597205,0.09710142280719243,7014.88,17.529313417999997,72643.78,188.69860407599998,0.04203052399820955,0.00010917798064810173,-10284.57142857143,61.0,0.0,59.83606557377049,inf,5158.0,10.735656039309198,399.26761864699,0.0
8,2016-02-16 00:00:00+00:00,2683.0,8.0,0.08272138392984238,18.0,2605723.593790035,0.0,0.003681072,1.5,0.0,8791.357467040187,,3014.0,1957.0,2402.0,38899.3907012,,29614.71372195,,2.06,16.19458397,109.72655,,0.5413626414255518,1.8471906324506142,1737149.06252669,1738567.04491248,46987.42424242424,3644.0,2.0,23493.71212121212,160498.812249773,160414.72600394156,0.0,1000000,5340.6504102241115,2637.407240112056,879.1357467040187,8857.193397040186,8175.565440336168,3956.1108601680844,1318.703620056028,13285.790095560278,20.06323001772609,9.708485944173766,3.236161981391256,32.60396661242951,7288.0,31611.390701199998,0.18735511967222598,10932.0,26.827652736,83575.78,215.52625681199999,0.048110885705132694,0.00012406894806051716,-10198.42857142857,95.0,1.0,31.726315789473684,2402.0,7288.0,8.522548815451701,407.035309468147,0.0
9,2016-02-17 00:00:00+00:00,2965.0,9.0,0.08299790048328239,20.0,2736440.7789338203,0.0,0.003771138,1.57,0.0,5806.847622239962,,3413.0,1452.0,1353.0,28442.31385383,,17792.46533663,,5.15822598,21.02166582,75.7706,,0.8223432027649602,1.216037290315899,1742955.91014893,1744725.10108896,49184.40282685513,2303.0,2.0,24592.201413427563,251283.064279077,250699.38634332616,10.830388692579506,2000000,3529.5709333439772,1742.0542866719886,580.6847622239962,5852.309982239963,5660.386207350044,2735.025230075022,911.6750766916741,9188.126672116741,13.596240459371739,6.56952711853163,2.1898423728438767,22.069868561804448,4606.0,23836.31385383,0.1619418175212831,7231.42,17.369861628,90807.2,232.89611843999998,0.0520995393350144,0.0001336213481269872,-9056.714285714286,101.0,6.0,33.79207920792079,225.5,4606.0,4.679929554091918,415.324113383986,0.0
10,2016-02-18 00:00:00+00:00,3235.0,10.0,0.08327569436817761,22.0,2483281.2060590563,0.0,0.0033619809999999996,1.42,0.0,5833.6715827998705,,2568.0,1236.0,1122.0,20443.00242575,,12395.39642124,,5.066295875,18.22014476,62.33965,,0.8213016906262061,1.2175793760238633,1748789.58173173,1750621.11232176,51140.57564575646,2091.0,2.0,25570.28782287823,275746.534238564,275884.8362781713,0.0,2000000,3537.606739679922,1750.1014748399612,583.367158279987,5871.075372799871,5111.9238733454895,2485.1440942727445,828.3813647575815,8336.927029375816,12.102951363122493,5.883807906483927,1.9612693021613088,19.73844385292108,4182.0,16261.00242575,0.20456877678262925,5938.44,14.059804541999998,96745.64,246.95592298199998,0.055321486936237424,0.00014121534435117868,-7658.5714285714275,123.0,0.0,20.878048780487806,inf,4182.0,3.978360980209725,421.289662981882,0.0
11,2016-02-19 00:00:00+00:00,3507.0,11.0,0.0835561414843719,24.0,2544284.5081991246,0.0,0.003445899,1.45,0.0,5889.389440080151,,2261.0,970.0,1038.0,19449.47663177,,12251.65933379,,5.00121963,18.7374534,50.29595,,0.8162713123248019,1.2250828675479541,1754678.97117181,1756560.79771184,52458.945054945056,2048.0,2.0,26229.472527472528,253105.096076938,253266.0687787816,0.0,2000000,3563.8112340480902,1766.8168320240452,588.9389440080151,5919.56701008015,5240.4554168697305,2561.8844064348655,853.9614688116219,8583.372164616218,12.453848331404131,6.088272354654825,2.0294241182182753,20.398230040468178,4096.0,15353.476631770001,0.21059692646481476,5939.2,14.114402304,102684.84,261.07032528599996,0.05852058506829029,0.00014878523625985664,-5128.0,133.0,1.0,17.0,1038.0,4096.0,5.334133848637771,419.626528541204,0.0
12,2016-02-20 00:00:00+00:00,3805.0,12.0,0.08386075231935856,26.0,2729667.4879951216,0.0,0.003545613,1.55,0.0,6396.827534719836,,6611.0,5184.0,5077.0,74039.43971362,,64147.33885075,,2.01,14.58330505,110.6219,,0.7542590722898104,1.3258044042667718,1761075.79870653,1763068.24714656,53643.277591973245,2068.0,2.0,26821.638795986622,220949.518225201,221035.91984629072,12.501672240802675,3000000,3904.4696608319014,1919.0482604159506,639.6827534719837,6463.200674719836,6223.391919289447,2974.5248036447233,991.5082678815747,10017.961045815746,14.23596083427588,6.80420245975818,2.2680674865860606,22.91600833389542,4136.0,69903.43971362,0.05586211910838053,6410.8,14.664655368,109095.64,275.73498065399997,0.061948293242192226,0.0001565718981866204,-447.57142857142753,140.0,7.0,47.22142857142857,725.2857142857143,4136.0,10.131730189842472,440.195760081823,0.0
13,2016-02-21 00:00:00+00:00,4116.0,13.0,0.08418497712920095,28.0,2899330.6123296805,0.0,0.0037374659999999996,1.64,0.0,6808.721006690059,,7603.0,3075.0,1196.0,24669.75095486,,16314.37448059,,4.9972812,20.62688207,151.2717,,0.7113699074072659,1.4057384064005545,1767884.51971322,1770012.43815325,59764.05128205128,6237.0,2.0,29882.02564102564,246628.295112913,246351.6548829344,0.0,3000000,4175.9956240140355,2042.6163020070176,680.8721006690059,6899.484026690058,7096.718411383018,3349.8907352915085,1116.6302450971696,11315.153803771695,16.17301449641344,7.634208979796959,2.544736326598987,25.786586967297183,12474.0,12195.75095486,0.505639478194351,20457.36,46.621150883999995,129553.0,322.35613153799994,0.07328137022265212,0.00018234003858481177,-1384.1428571428569,114.0,2.0,66.69298245614036,598.0,12474.0,2.0626868469968622,438.718612681473,0.0
14,2016-02-22 00:00:00+00:00,4352.0,14.0,0.08452873701399571,30.0,3088680.0504914033,0.0,0.003974872,1.74,0.0,7218.957580690039,,10371.0,4410.0,1097.0,165614.38381884,,100428.690444,,4.99837699,150.97026784,184.43445,,0.6736841356533692,1.4843751649727583,1775103.47729391,1776744.49753035,64050.40506329114,1871.0,2.0,32025.20253164557,259035.408179392,259353.5917402354,0.0,3000000,4442.035218414023,2165.687274207012,721.8957580690039,7329.618250690039,8050.0572230404,3768.2958571202007,1256.0986190400668,12753.535756200667,18.389624743828183,8.608329707001774,2.8694432356672577,29.134294355356815,3742.0,161872.38381884,0.022594655812584782,6511.08,14.873971024,136064.08,337.23010256199996,0.07665135116935574,0.00018997771503219448,1687.2857142857138,109.0,0.0,95.14678899082568,inf,3742.0,15.131681567170544,437.535295094097,0.0
15,2016-02-23 00:00:00+00:00,4643.0,15.0,0.08489442867985143,32.0,3405115.534348841,0.0,0.004539621,1.91,0.0,7679.524982969975,,17464.0,6855.0,1376.0,283304.53783358,,91347.22044177,,5.285356575,205.88992575,281.4661,,0.6360207178661239,1.5722758267294212,1782783.00227688,1784942.76075692,66960.84246575342,3484.0,2.0,33480.42123287671,213318.348511174,213436.74669784761,0.0,3000000,4776.594649781985,2303.8574948909923,767.9524982969975,7848.404642969976,9660.89603208359,4400.367815241795,1466.7892717472653,14990.452868072653,22.961678798986043,10.45863986481454,3.486213288271514,35.628782533724,6968.0,276336.53783358,0.024595440840037563,13308.88,31.632079127999997,149372.96,368.86218168999994,0.08378639453552587,0.00020690245600216508,8848.857142857143,111.0,1.0,157.33333333333334,1376.0,6968.0,15.72889343658023,420.032592609585,0.0
16,2016-02-24 00:00:00+00:00,4992.0,16.0,0.0853826972847181,34.0,4787407.836754144,0.0,0.006283092,2.67,0.0,10253.640702200122,,18857.0,7592.0,1986.0,175849.77889268,,78402.78700293,,3.022079815,88.54470236,301.89140401,,0.47909121272337307,2.0872852046597634,1793036.64297908,1795212.42686935,73203.49714285714,5792.0,2.156452848457131,36601.74857142857,243747.169014844,243360.4299041684,12.385714285714286,4000000,6333.319263726074,3076.0922106600365,1025.3640702200123,10434.775544606122,17716.012482855316,8213.166202462296,2737.722067487433,27860.850704098346,41.68963906476718,19.32737036006039,6.442456786686797,65.56265474611037,12490.174898263704,163359.6039944163,0.07102752688637941,33348.76697836409,78.47691798188148,182721.72697836408,447.3390996718814,0.10190629828667476,0.0002494868698994573,8746.571428571428,133.0,2.0,141.78195488721803,993.0,12490.174898263704,8.789274556994826,423.995112507306,0.0
17,2016-02-25 00:00:00+00:00,5275.0,17.0,0.08578566319355953,36.0,4305582.435684753,0.0,0.005629623,2.39,0.0,8462.28408567002,,7902.0,4141.0,1434.0,306779.57445501,,204428.39526636,,5.02352706,213.93275764,156.231951,,0.5832483817419308,1.7145354043047627,1801498.92706475,1803678.97420525,80315.57227463847,3943.0,3.6840305828169218,40092.961267605635,302787.204074434,302712.64129863266,0.0,4000000,5171.109622002012,2538.685225701006,846.2284085670021,8556.02325627002,12732.346359474808,6067.457689425404,2022.4858964751352,20448.89558248535,29.990924648228305,14.291840736366575,4.763946912122193,48.1671853120326,14526.132588047123,292253.4418669629,0.047350390305001926,34717.45688543263,81.77665011871962,217439.1838637967,529.1157497906011,0.12069903600668724,0.00029370861222366044,-3002.142857142857,123.0,1.0,64.2439024390244,1434.0,14526.132588047123,37.44310701061341,424.090870251315,0.0
