,date,blk,age_days,age_sply,CapMrktCurUSD,CapRealUSD,PriceUSD,PriceRealUSD,DailyIssuedNtv,DailyIssuedUSD,AdrActCnt,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValNtv,TxTfrValUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,FeeTotNtv,FeeTotUSD,S2F,inf_pct_ann,SplyCur,DiffMean,notes,PoW_income_btc,PoW_income_usd,AdrDens
1007,2011-10-07 00:00:00+00:00,148502.0,1007.0,0.3535714280952376,31749565.451979525,43945666.497596085,4.27603575686733,5.918608290475721,6900.0,29504.646722384576,13622.0,5604.0,12823.0,163503.97773582,699148.8551884062,377547.14234964,1614405.0805901405,29.4429651680293,125.8991718466926,1.01714616,4.349353350120299,4.06618831,17.38716660771594,2.9481834385546914,0.3391919196487438,7424999.98999999,1689334.4045971,,6900.0,29504.646722384576,12.002934791940977
1008,2011-10-08 00:00:00+00:00,148621.0,1008.0,0.353854761428571,29584491.897106946,43914128.20706097,3.98125299415546,5.909625050115703,5950.0,23688.455315224986,12331.0,5240.0,11872.0,126356.4155938,503056.8579135679,284583.55362031,1132999.12493826,23.9709866593927,95.43456241056778,1.008914515,4.016743933690654,3.35053522,13.339328376648323,3.421641528721073,0.2922573833658653,7430949.98999999,1689334.4045971,,5950.0,23688.455315224986,10.247053409601817
1009,2011-10-09 00:00:00+00:00,148748.0,1009.0,0.3541571423809519,30579460.29286226,43874695.0490587,4.11163464348334,5.899277306018519,6350.0,26108.87998611921,12398.0,5430.0,12046.0,126399.50072993,519708.5661201779,306688.9296922,1260992.828095276,25.4598148507554,104.68145675703752,1.023050735,4.2064108440670935,2.90128569,11.929026753646466,3.208844780498324,0.31163863271837755,7437299.98999999,1689334.4045971,,6350.0,26108.87998611921,10.19515250281739
1010,2011-10-10 00:00:00+00:00,148871.0,1010.0,0.35444999952380907,30331779.460240707,43825618.578145064,4.07496248392753,5.88780990495311,6150.0,25061.01927615431,13498.0,5729.0,13116.0,132731.55497108,540876.1069405157,299679.04901399,1221180.8819510888,22.8483568934119,93.10619716004045,1.0,4.07496248392753,3.41794749,13.928007793784266,3.3159371823142845,0.3015738673620084,7443449.98999999,1689334.4045971,,6150.0,25061.01927615431,9.833423838426434
1011,2011-10-11 00:00:00+00:00,148964.0,1011.0,0.3546714280952376,29858870.497889273,43761137.12997553,4.00892449590883,5.8754765898323535,4650.0,18641.49890597606,13852.0,5979.0,13540.0,164058.25572286,657697.1601234485,321832.17763493,1290200.9004923527,23.7689939169077,95.28810195659925,0.98,3.9287460059906536,5.40075173,21.651205906718992,4.388334063926934,0.22787690851073045,7448099.98999999,1689334.4045971,,4650.0,18641.49890597606,11.843651149498989
1012,2011-10-12 00:00:00+00:00,149084.0,1012.0,0.3549571423809519,31055534.8247906,43711203.3252719,4.16623534248977,5.864048427565023,6000.0,24997.41205493862,13370.0,5692.0,12733.0,156207.46827057,650797.075069698,316612.18905209,1319080.89189187,24.8654825298115,103.59545212376261,1.00726907,4.196519998830802,4.79396967,19.97280586997802,3.4036986255707715,0.2937980444236036,7454099.98999999,1689334.4045971,,6000.0,24997.41205493862,11.683430685906508
1013,2011-10-13 00:00:00+00:00,149181.0,1013.0,0.35518809476190427,30111640.06092921,43694675.54407221,4.03698109000584,5.858019641189774,4850.0,19579.358286528324,11340.0,4818.0,10283.0,151173.52691939,610284.6694830662,287179.51845496,1159338.2854396566,27.9276007444287,112.74319609449168,1.07048193,4.321515308602955,3.76815092,15.211954008328108,4.213500912300517,0.23733233261696696,7458949.98999999,1689334.4045971,,4850.0,19579.358286528324,13.330998846507054
1014,2011-10-14 00:00:00+00:00,149320.0,1014.0,0.35551904714285665,29761174.42279673,43655072.45846088,3.98628088544711,5.847261886300856,6950.0,27704.652153857416,14662.0,5973.0,12912.0,135546.76905324,540327.4945610445,358424.54393731,1428780.9083723966,27.7590260174497,110.65527481198875,1.14,4.544360209409706,3.37394904,13.449508566624626,2.943096477776679,0.33977819196584275,7465899.98999999,1471377.28301042,,6950.0,27704.652153857416,9.244766679391624
1015,2011-10-15 00:00:00+00:00,149454.0,1015.0,0.3558380947619043,28674896.088751175,43644706.98304037,3.83733856049094,5.840632047941379,6700.0,25710.168355289297,13000.0,5443.0,12110.0,118154.63498708,453399.336936654,288334.19662006,1106435.9309983328,23.8095950966193,91.36547737393325,1.034586385,3.9700582293194255,3.35847983,12.887624156290057,3.055653236556937,0.32726226524537994,7472599.98999999,1468195.42722083,,6700.0,25710.168355289297,9.08881807592923
1016,2011-10-16 00:00:00+00:00,149573.0,1016.0,0.3561214280952376,26995633.878132988,43622266.04485505,3.60974171654003,5.8329844827118835,5950.0,21477.96321341318,11949.0,4839.0,10665.0,116506.68528513,420559.04212953424,253514.3289939,915121.2491099344,23.7706825123207,85.8060242953526,1.13,4.079008139690234,3.21302504,11.598190523175699,3.443559336940251,0.2903972030545995,7478549.98999999,1468195.42722083,,5950.0,21477.96321341318,9.750329340123024
1017,2011-10-17 00:00:00+00:00,149691.0,1017.0,0.35640238047619,19319212.001164414,43328223.638308644,2.58124672180012,5.789099225220249,5900.0,15229.355658620707,14480.0,5701.0,13184.0,213727.7402974,551684.0290004112,492620.25486887,1271574.4179726103,37.3650071957577,96.44830233408746,1.09126899,2.816834503039628,4.47937142,11.562362793600148,3.4754817692129043,0.28772989369657115,7484449.98999999,1468195.42722083,,5900.0,15229.355658620707,14.760203059212708
1018,2011-10-18 00:00:00+00:00,149811.0,1018.0,0.3566880947619043,18143927.788263906,43207695.262317106,2.42227473816482,5.768371101869831,6000.0,14533.648428988921,12586.0,4919.0,11684.0,154093.43992054,373256.64683644247,332853.2996983,806262.139373996,28.4879578653115,69.00566067904784,1.016931295,2.4632869863277365,2.92512318,7.085451984934346,3.420296799086753,0.29237228776959007,7490449.98999999,1468195.42722083,,6000.0,14533.648428988921,12.243241690810423
