Date,BTC Market Cap,BTC Supply Curr,BTC Coins Generated,BTC Inflation (%),BTC S2F,BTC 28Day Avg S2F,BTC Days Above,BTC 28 Day Range,BTC S2F Ratio,DCR Supply Curr,DCR Market Cap,DCR Coins Generated,DCR Inflation (%),DCR S2F,DCR 28Day Avg,DCR Days Above,DCR 28 Day Range,DCR S2F Ratio,Dash Supply Curr,Dash Market Cap,Dash Coins Generated,Dash Inflation (%),Dash S2F,Dash 28Day Avg,Dash Days Above,Dash 28 Day Range,Dash S2F Ratio,LTC Supply Curr,LTC Market Cap,LTC Coins Generated,LTC Inflation (%),LTC S2F,LTC 28Day Avg,LTC Days Above,LTC 28 Day Range,LTC S2F Ratio,BCH Supply Curr,BCH Market Cap,BCH Coins Generated,BCH Inflation (%),BCH S2F,BCH 28Day Avg,BCH Days Above,BCH 28 Day Range,BCH S2F Ratio
5/01/2009,#N/A,#N/A,0,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
6/01/2009,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
7/01/2009,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
8/01/2009,#N/A,0,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
9/01/2009,#N/A,950,950,86.6875,0.011535689,#N/A,,0,0.219983991,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
10/01/2009,#N/A,4000,3050,128.699422,0.007770043,#N/A,,0,0.054922087,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
11/01/2009,#N/A,8650,4650,127.1348315,0.007865665,#N/A,,0,0.05733242,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
12/01/2009,#N/A,13350,4700,87.97435897,0.011366948,#N/A,,0,0.208890537,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
13/01/2009,#N/A,19500,6150,86.50289017,0.011560307,#N/A,,0,0.221636986,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
14/01/2009,#N/A,25950,6450,73,0.01369863,#N/A,,0,0.402223117,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
15/01/2009,#N/A,32250,6300,61.07569721,0.016373125,#N/A,,0,0.752399064,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
16/01/2009,#N/A,37650,5400,45.73085847,0.021867073,#N/A,,0,2.078261074,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
17/01/2009,#N/A,43100,5450,41.05779154,0.024355913,#N/A,,0,3.03449658,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
18/01/2009,#N/A,48450,5350,36.02859779,0.027755729,#N/A,,0,4.801291188,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
19/01/2009,#N/A,54200,5750,35.0375626,0.028540798,#N/A,,0,5.295348006,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
20/01/2009,#N/A,59900,5700,32.00769231,0.03124249,#N/A,,0,7.27485854,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
21/01/2009,#N/A,65000,5100,26.76491733,0.037362342,#N/A,,0,13.63413439,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
22/01/2009,#N/A,69550,4550,22.51864407,0.044407647,#N/A,,0,25.00766753,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
23/01/2009,#N/A,73750,4200,18.29355609,0.054664057,#N/A,,0,51.87586422,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
24/01/2009,#N/A,83800,10050,39.29566149,0.025448102,#N/A,,0,3.53984441,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
25/01/2009,#N/A,93350,9550,35.51451859,0.028157498,#N/A,,0,5.049807461,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
26/01/2009,#N/A,98150,4800,17.00970874,0.058789954,#N/A,,0,66.97815285,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
27/01/2009,#N/A,103000,4850,16.30064457,0.061347267,#N/A,,0,77.78004194,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
28/01/2009,#N/A,108600,5600,17.8281727,0.056090998,#N/A,,0,56.78891985,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
29/01/2009,#N/A,114650,6050,18.32572614,0.054568097,#N/A,,0,51.55679049,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
30/01/2009,#N/A,120500,5850,16.76020408,0.059665145,#N/A,,0,70.54536411,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
31/01/2009,#N/A,127400,6900,18.92897407,0.052829065,#N/A,,0,46.01437439,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
1/02/2009,#N/A,133050,5650,14.78845464,0.067620318,#N/A,,0,109.4816566,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
2/02/2009,#N/A,139450,6400,15.95628415,0.062671233,#N/A,,0,83.83596525,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
3/02/2009,#N/A,146400,6950,16.65080407,0.06005716,#N/A,,0,72.18642076,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
4/02/2009,#N/A,152350,5950,13.68893791,0.073051686,#N/A,,0,143.6027841,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
5/02/2009,#N/A,158650,6300,13.95751138,0.07164601,0.038653892,,0,134.1318736,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
6/02/2009,#N/A,164750,6100,13.00525701,0.076891983,0.040988046,,0,171.908201,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
7/02/2009,#N/A,171200,6450,13.24100112,0.07552299,0.043407794,,0,161.3987928,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
8/02/2009,#N/A,177800,6600,13.05691057,0.076587796,0.045862156,,0,169.5319596,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
9/02/2009,#N/A,184500,6700,12.83727034,0.07789818,0.048238271,,0,179.9382156,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
10/02/2009,#N/A,190500,6000,11.10829318,0.090022831,0.051040504,,0,299.0436872,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
11/02/2009,#N/A,197150,6650,11.95100935,0.083674941,0.053539658,,0,231.3231221,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
12/02/2009,#N/A,203100,5950,10.37625418,0.096373892,0.056396828,,0,379.925704,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
13/02/2009,#N/A,209300,6200,10.4720037,0.095492709,0.059026315,,0,367.8668495,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
14/02/2009,#N/A,216100,6800,11.15505618,0.089645447,0.061358085,,0,294.6647318,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
15/02/2009,#N/A,222500,6400,10.21872266,0.097859589,0.063861794,,0,400.8935287,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
16/02/2009,#N/A,228600,6100,9.496694391,0.105299798,0.066603187,,0,518.5367586,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
17/02/2009,#N/A,234450,5850,8.883919284,0.112562932,0.069507488,,0,655.390562,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
18/02/2009,#N/A,240350,5900,8.734536605,0.114488043,0.072261977,,0,695.6030049,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
19/02/2009,#N/A,246550,6200,8.957055215,0.111643836,0.07466327,,0,636.7910781,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
20/02/2009,#N/A,252650,6100,8.618153668,0.116034134,0.076855058,,0,729.1521639,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
21/02/2009,#N/A,258350,5700,7.868759455,0.127084835,0.080484942,,0,1003.576274,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
22/02/2009,#N/A,264400,6050,8.184766494,0.122178195,0.083842824,,0,873.9843372,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
23/02/2009,#N/A,269800,5400,7.164667394,0.13957382,0.086727962,,0,1394.775715,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
24/02/2009,#N/A,275100,5300,6.900303192,0.144921168,0.089712744,,0,1591.620992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
25/02/2009,#N/A,280350,5250,6.707210361,0.149093281,0.093034254,,0,1758.422661,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
26/02/2009,#N/A,285700,5350,6.700120089,0.149251056,0.096415788,,0,1764.965606,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
27/02/2009,#N/A,291450,5750,7.080802969,0.141226921,0.099328709,,0,1453.652224,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
28/02/2009,#N/A,296400,4950,5.989557434,0.166957244,0.103404715,,0,2616.397001,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
1/03/2009,#N/A,301650,5250,6.240840254,0.160234834,0.106712377,,0,2264.7967,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
2/03/2009,#N/A,307050,5400,6.311239193,0.158447489,0.110132957,,0,2177.322155,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
3/03/2009,#N/A,312300,5250,6.035433071,0.165688193,0.113905494,,0,2547.22653,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
4/03/2009,#N/A,317500,5200,5.874342309,0.170231823,0.117376213,,0,2801.075685,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
5/03/2009,#N/A,323100,5600,6.21371029,0.160934442,0.120565086,,0,2299.710728,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
6/03/2009,#N/A,328950,5850,6.385316986,0.156609296,0.123412133,,0,2089.907361,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
7/03/2009,#N/A,334400,5450,5.848155226,0.170994093,0.126821815,,0,2845.367803,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
8/03/2009,#N/A,340150,5750,6.073650702,0.164645622,0.129966737,,0,2491.387241,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
9/03/2009,#N/A,345550,5400,5.616984896,0.178031456,0.133542926,,0,3278.268846,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
10/03/2009,#N/A,350900,5350,5.476023556,0.182614262,0.136849763,,0,3584.299754,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
11/03/2009,#N/A,356600,5700,5.739310345,0.174236962,0.14008412,,0,3039.410653,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
12/03/2009,#N/A,362500,5900,5.84951786,0.170954261,0.142747705,,0,2843.040981,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
13/03/2009,#N/A,368150,5650,5.519202462,0.181185598,0.145808165,,0,3486.795948,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
14/03/2009,#N/A,373650,5500,5.285676672,0.189190535,0.149363347,,0,4058.42492,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0,#N/A
